988189456.8678	-3.427267074584961e-07	1.1641532182693481e-07	-3.8743019104003906e-07	-4.547473508864641e-13	2.7284841053187847e-12	-1.3642420526593924e-12
988189656.8678	-3.6135315895080566e-07	1.2665987014770508e-07	-4.172325134277344e-07	9.094947017729282e-13	2.5011104298755527e-12	0.0
988189856.8678	-3.5390257835388184e-07	1.2386590242385864e-07	-4.0978193283081055e-07	-4.547473508864641e-13	2.7284841053187847e-12	-1.3642420526593924e-12
988190056.8678	-3.5390257835388184e-07	1.2200325727462769e-07	-4.0605664253234863e-07	0.0	2.7284841053187847e-12	-9.094947017729282e-13
988190256.8678	-3.6135315895080566e-07	1.2479722499847412e-07	-4.1350722312927246e-07	-4.547473508864641e-13	2.9558577807620168e-12	-4.547473508864641e-13
988190456.8678	-3.427267074584961e-07	1.1920928955078125e-07	-3.986060619354248e-07	0.0	2.9558577807620168e-12	-4.547473508864641e-13
988190656.8678	-3.46451997756958e-07	1.2153759598731995e-07	-4.0605664253234863e-07	-1.3642420526593924e-12	2.9558577807620168e-12	-9.094947017729282e-13
988190856.8678	-3.427267074584961e-07	1.2014061212539673e-07	-3.9674341678619385e-07	-9.094947017729282e-13	3.410605131648481e-12	-4.547473508864641e-13
988191056.8678	-3.4831464290618896e-07	1.2386590242385864e-07	-4.0605664253234863e-07	-4.547473508864641e-13	3.183231456205249e-12	-4.547473508864641e-13
988191256.8678	-3.371387720108032e-07	1.2060627341270447e-07	-3.9301812648773193e-07	-4.547473508864641e-13	3.183231456205249e-12	0.0
988191456.8678	-3.4086406230926514e-07	1.234002411365509e-07	-3.9674341678619385e-07	-4.547473508864641e-13	3.183231456205249e-12	-4.547473508864641e-13
988191656.8678	-3.390014171600342e-07	1.2293457984924316e-07	-3.9301812648773193e-07	0.0	3.637978807091713e-12	-9.094947017729282e-13
988191856.8678	-3.501772880554199e-07	1.2619420886039734e-07	-4.023313522338867e-07	-1.3642420526593924e-12	3.637978807091713e-12	-9.094947017729282e-13
988192056.8678	-3.427267074584961e-07	1.25030055642128e-07	-3.948807716369629e-07	-9.094947017729282e-13	3.637978807091713e-12	0.0
988192256.8678	-3.4086406230926514e-07	1.2386590242385864e-07	-3.948807716369629e-07	-4.547473508864641e-13	3.637978807091713e-12	4.547473508864641e-13
988192456.8678	-3.4458935260772705e-07	1.2549571692943573e-07	-3.986060619354248e-07	0.0	4.092726157978177e-12	4.547473508864641e-13
988192656.8678	-3.427267074584961e-07	1.2526288628578186e-07	-3.986060619354248e-07	9.094947017729282e-13	4.320099833421409e-12	4.547473508864641e-13
988192856.8678	-3.4831464290618896e-07	1.2479722499847412e-07	-4.0140002965927124e-07	2.7284841053187847e-12	5.229594535194337e-12	1.8189894035458565e-12
988193056.8678	-3.520399332046509e-07	1.227017492055893e-07	-4.0140002965927124e-07	6.366462912410498e-12	6.821210263296962e-12	4.092726157978177e-12
988193256.8678	-3.650784492492676e-07	1.1699739843606949e-07	-4.0605664253234863e-07	1.4097167877480388e-11	9.777068044058979e-12	5.4569682106375694e-12
988193456.8678	-3.818422555923462e-07	1.0040821507573128e-07	-3.9674341678619385e-07	3.2741809263825417e-11	1.7280399333685637e-11	1.0913936421275139e-11
