4190971	4	453.4976857	197.7609792
4474538	4	454.4976857	197.6609792
4272846	4	454.4976857	197.7609792
4543548	4	454.4976857	197.8609792
4450973	4	455.4976857	197.7609792
4554566	4	1250.846393	204.366265
4304225	4	1251.846393	204.266265
4430166	4	1251.846393	204.366265
4168755	4	1251.846393	204.466265
4534581	4	1252.846393	204.366265
4548671	4	2055.746011	215.3577652
4175557	4	2056.746011	215.2577652
4444582	4	2056.746011	215.3577652
4359526	4	2056.746011	215.4577652
4549074	4	2057.746011	215.3577652
4547330	4	2811.198421	345.3801097
4548485	4	2812.198421	345.2801097
4547101	4	2812.198421	345.3801097
4109686	4	2812.198421	345.4801097
4660870	4	2813.198421	345.3801097
4670302	4	3573.108688	323.6644476
4646916	4	3574.108688	323.5644476
4643879	4	3574.108688	323.6644476
4676998	4	3574.108688	323.7644476
4672496	4	3575.108688	323.6644476
4454081	4	4328.434363	306.7567604
4662776	4	4329.434363	306.6567604
4659147	4	4329.434363	306.7567604
4652649	4	4329.434363	306.8567604
4650468	4	4330.434363	306.7567604
4650808	4	5086.465262	295.2032607
4582675	4	5087.465262	295.1032607
4658035	4	5087.465262	295.2032607
4659821	4	5087.465262	295.3032607
4829409	4	5088.465262	295.2032607
4771958	4	5857.301318	276.8965004
4787196	4	5858.301318	276.7965004
4785630	4	5858.301318	276.8965004
4847814	4	5858.301318	276.9965004
4827333	4	5859.301318	276.8965004
4838726	4	6705.050906	204.4751572
4824504	4	6706.050906	204.3751572
4824555	4	6706.050906	204.4751572
4850785	4	6706.050906	204.5751572
4873165	4	6707.050906	204.4751572
4818334	4	7508.753233	205.2821586
4785940	4	7509.753233	205.1821586
4795679	2	339.6905189	165.3067532
4782364	2	340.6905189	165.2067532
4810511	2	340.6905189	165.3067532
5054710	2	340.6905189	165.4067532
5152542	2	341.6905189	165.3067532
5146496	2	891.0386735	186.553046
5389100	2	892.0386735	186.453046
5283507	2	892.0386735	186.553046
5237335	2	892.0386735	186.653046
5229405	2	893.0386735	186.553046
5507901	2	1525.268138	178.6872795
5613558	2	1526.268138	178.5872795
5613612	2	1526.268138	178.6872795
5462592	2	1526.268138	178.7872795
5611806	2	1527.268138	178.6872795
5616727	2	2131.212895	157.8635921
5468515	2	2132.212895	157.7635921
5502659	2	2132.212895	157.8635921
5593409	2	2132.212895	157.9635921
5615607	2	2133.212895	157.8635921
5612055	2	2705.437704	151.7330869
5622824	2	2706.437704	151.6330869
5620325	2	2706.437704	151.7330869
5634660	2	2706.437704	151.8330869
5483093	2	2707.437704	151.7330869
5644011	2	3261.307541	163.4884115
5460646	2	3262.307541	163.3884115
5626919	2	3262.307541	163.4884115
5622832	2	3262.307541	163.5884115
5622352	2	3263.307541	163.4884115
4881710	2	3812.075185	185.4590589
5611989	2	3813.075185	185.3590589
5540011	2	3813.075185	185.4590589
5372801	2	3813.075185	185.5590589
5616484	2	3814.075185	185.4590589
