1051160040.0	-680115.5851790947	187293.02177610213	3022637.345486988	1513.6310065311943	917.5378347659666	280.9958482782914
1051160050.0	-664968.1200805164	196465.24926358694	3025397.3103770628	1515.8536846312495	916.9026126130243	270.995569212228
1051160090.0	-604163.5002290563	233086.0953960044	3035435.793892345	1524.2435507581515	914.0590358408929	230.90589263727136
1051160188.4228617	-453256.0011420578	322628.90919569717	3053288.6615407276	1541.452336606582	905.0087597912825	131.77341790285837
1051160302.4923599	-276574.40570405166	425094.7735168546	3061740.5082640545	1555.2267218193817	890.8990625781279	16.359200660023685
1051160420.3552368	-92775.57436718346	529042.3642579414	3056634.6203198023	1562.4390560723289	872.2997530351602	-102.96715422810102
1051160562.2789208	129035.75464453916	650944.6401033225	3031859.652934768	1561.6105463358	844.6051877431524	-245.96646203476118
1051160718.1008615	371528.5907959239	779767.0041705812	2981418.554274834	1548.7448291110006	807.7480991802873	-401.0114459202015
1051160873.6877929	610690.2221371805	902159.4744692898	2907187.2848958923	1523.5245766157782	764.5081637267261	-552.54875323593
1051161029.047101	844641.214215528	1017184.0748890721	2809872.881399454	1486.221435747419	715.270923754724	-699.3673206834645
1051161184.206022	1071588.1207908585	1123982.6073750923	2690343.6829016544	1437.1981382032334	660.4609336059461	-840.3241292590997
1051161339.0722722	1289639.641143169	1221693.231046085	2549742.437011585	1376.9560375846102	600.5902774157374	-974.2318489657779
1051161493.5886588	1497062.0123549986	1309576.4634256037	2389382.3807186997	1306.0948838443474	536.2049185533441	-1100.0200859675538
1051161647.8337135	1692410.47382498	1387059.09510861	2210583.6990731442	1225.2355651525884	467.82600760936384	-1216.812091409866
1051161801.6621046	1874076.5737638806	1453548.7727005808	2015057.087242642	1135.1909446576333	396.09916128812154	-1323.6527458043515
1051161954.8786482	2040581.7280322914	1508573.6661439333	1804757.1708833354	1036.9052923040936	321.72502368265356	-1419.6917678476693
1051162107.2617533	2190645.0115312077	1551812.341665974	1581836.1724976841	931.4328592135071	245.43913069434268	-1504.2252760242684
1051162258.5390285	2323196.3519332292	1583102.7699522087	1348651.7038137699	819.9410538539802	168.01204544595583	-1576.7046234416046
1051162407.5123414	2436804.2139148084	1602382.4199769343	1109168.831900092	704.3898224525385	90.69227723062396	-1636.4465474126569
1051162551.7339462	2530042.2868225975	1610032.7769529654	869670.8405627267	587.9049233694967	15.36602858095986	-1682.9132676916952
1051162675.8787211	2596642.590506775	1607915.1433210736	658743.8378772973	484.62539745985356	-49.44706051210104	-1713.7404031332703
1051162829.332156	2661020.4728219933	1594211.2024087016	393585.89771143685	353.9470303874165	-129.01480539911196	-1739.925588671885
1051162980.265649	2704590.2739630835	1568900.7281318377	129846.25604890886	223.0886279872641	-206.13415123946942	-1752.7030430226885
1051163122.9117886	2727513.511472933	1534388.0898620246	-120322.24437997886	98.18360384539164	-277.4653251665188	-1752.9175260155257
1051163263.8282374	2732630.0065537523	1490435.4119911892	-366689.13151668565	-25.55744083532308	-345.9880327458267	-1741.8618118114189
1051163392.8781407	2722036.577834987	1441846.614084097	-590294.924598128	-138.50536660903362	-406.67841408216975	-1722.0163644079812
